Data operacji;Typ;Tytul;Kwota;Notatka;Nazwa kategorii;Nazwa kategorii;Nazwa konta;Tagi
30-04-2020;1;Konto osobiste;18.97;;Gry;Rozrywka;Konto osobiste;
06-05-2020;1;;100.00;;Lotto;Hazard;Konto osobiste;
07-05-2020;1;;25.60;;Alkohol;Jedzenie;Konto osobiste;
10-05-2020;1;;20.00;;Alkohol;Jedzenie;Konto osobiste;
14-05-2020;0;;1390.00;;Stypendium;Uczelnia;Konto osobiste;
14-05-2020;1;;300.00;;Stomatolog;Zdrowie i uroda;Konto osobiste;
15-05-2020;1;;450.00;;Czynsz;Dom;Konto osobiste;
15-05-2020;1;;50.00;;Gry;Rozrywka;Konto osobiste;
15-05-2020;0;;50.00;;Prezenty;;Konto osobiste;
17-05-2020;1;;20.00;;Alkohol;Jedzenie;Konto osobiste;
19-05-2020;1;;67.98;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
22-05-2020;1;;18.36;;Jedzenie;;Konto osobiste;
22-05-2020;0;;50.00;;Rodzice;;Konto osobiste;
22-05-2020;1;;25.11;;Alkohol;Jedzenie;Konto osobiste;
23-05-2020;1;Konto osobiste;19.29;;Gry;Rozrywka;Konto osobiste;
23-05-2020;0;;20.00;;Prezenty;;Konto osobiste;
26-05-2020;1;;45.00;;Gry;Rozrywka;Konto osobiste;
26-05-2020;1;;13.04;;Jedzenie;;Konto osobiste;
26-05-2020;1;;6.00;;Prezenty;;Konto osobiste;
26-05-2020;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
27-05-2020;0;;300.00;;Rodzice;;Konto osobiste;
27-05-2020;1;;30.00;;Telefon;Dom;Konto osobiste;
27-05-2020;1;;110.38;;Rodzice;;Konto osobiste;
27-05-2020;1;;33.19;;Rodzice;;Konto osobiste;
02-06-2020;1;;43.57;;Jedzenie;;Konto osobiste;
02-06-2020;1;;268.99;;Akcesoria;Elektronika;Konto osobiste;
02-06-2020;0;;50.00;;Prezenty;;Konto osobiste;
04-06-2020;1;;11.11;;Jedzenie;;Konto osobiste;
04-06-2020;1;;11.16;;Alkohol;Jedzenie;Konto osobiste;
05-06-2020;1;;14.13;;Jedzenie;;Konto osobiste;
05-06-2020;1;;8.76;;Alkohol;Jedzenie;Konto osobiste;
05-06-2020;1;;16.68;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
05-06-2020;1;Piwo konrad;26.72;;Alkohol;Jedzenie;Konto osobiste;
06-06-2020;1;;18.77;;Jedzenie;;Konto osobiste;
07-06-2020;1;;14.86;;Alkohol;Jedzenie;Konto osobiste;
09-06-2020;1;;43.00;;Woda;Dom;Konto osobiste;
09-06-2020;1;;4.45;;Jedzenie;;Konto osobiste;
10-06-2020;1;;7.88;;Alkohol;Jedzenie;Konto osobiste;
10-06-2020;1;;28.25;;Jedzenie;;Konto osobiste;
11-06-2020;1;;12.13;;Alkohol;Jedzenie;Konto osobiste;
12-06-2020;1;;4.98;;Alkohol;Jedzenie;Konto osobiste;
12-06-2020;1;;12.28;;�rodki czysto�ci;Dom;Konto osobiste;
12-06-2020;1;;17.31;;Jedzenie;;Konto osobiste;
13-06-2020;1;;14.74;;Alkohol;Jedzenie;Konto osobiste;
13-06-2020;1;;17.71;;Jedzenie;;Konto osobiste;
13-06-2020;1;;8.95;;�rodki czysto�ci;Dom;Konto osobiste;
14-06-2020;1;;68.95;;Dom;;Konto osobiste;
15-06-2020;1;;9.66;;Jedzenie;;Konto osobiste;
15-06-2020;1;;4.18;;Jedzenie;;Konto osobiste;
16-06-2020;1;;28.09;;Jedzenie;;Konto osobiste;
16-06-2020;1;;1.49;;Jedzenie;;Konto osobiste;
17-06-2020;1;;2.59;;Jedzenie;;Konto osobiste;
17-06-2020;1;;7.48;;Alkohol;Jedzenie;Konto osobiste;
18-06-2020;1;;4.99;;�rodki czysto�ci;Dom;Konto osobiste;
18-06-2020;1;;3.59;;Jedzenie;;Konto osobiste;
18-06-2020;1;;20.29;;Jedzenie;;Konto osobiste;
18-06-2020;1;;4.78;;Alkohol;Jedzenie;Konto osobiste;
19-06-2020;1;;4.58;;Alkohol;Jedzenie;Konto osobiste;
20-06-2020;1;;28.85;;Jedzenie;;Konto osobiste;
20-06-2020;1;;8.40;;Rozrywka;;Konto osobiste;
20-06-2020;1;;13.74;;Alkohol;Jedzenie;Konto osobiste;
20-06-2020;1;;11.17;;Alkohol;Jedzenie;Konto osobiste;
22-06-2020;0;;1390.00;;Stypendium;Uczelnia;Konto osobiste;
23-06-2020;1;;450.00;;Czynsz;Dom;Konto osobiste;
23-06-2020;1;;30.98;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
24-06-2020;1;;6.99;;�rodki czysto�ci;Dom;Konto osobiste;
24-06-2020;1;;4.98;;Alkohol;Jedzenie;Konto osobiste;
24-06-2020;1;;22.45;;Jedzenie;;Konto osobiste;
25-06-2020;1;;20.27;;Jedzenie;;Konto osobiste;
25-06-2020;1;;7.38;;Alkohol;Jedzenie;Konto osobiste;
26-06-2020;1;;143.97;;Rodzice;;Konto osobiste;
26-06-2020;1;;4.50;;;;Konto osobiste;
26-06-2020;1;;13.74;;Alkohol;Jedzenie;Konto osobiste;
26-06-2020;1;;5.09;;Jedzenie;;Konto osobiste;
27-06-2020;1;;8.76;;Alkohol;Jedzenie;Konto osobiste;
27-06-2020;0;;300.00;;Rodzice;;Konto osobiste;
27-06-2020;1;;16.82;;Jedzenie;;Konto osobiste;
28-06-2020;1;;42.41;;Dom;;Konto osobiste;
28-06-2020;1;;28.46;;�rodki czysto�ci;Dom;Konto osobiste;
28-06-2020;1;;3.99;;Jedzenie;;Konto osobiste;
28-06-2020;1;;5.00;;Autobus;Samoch�d;Konto osobiste;
28-06-2020;1;;4.78;;Jedzenie;;Konto osobiste;
28-06-2020;1;;3.50;;Restauracja;Jedzenie;Konto osobiste;
28-06-2020;1;;11.96;;Alkohol;Jedzenie;Konto osobiste;
29-06-2020;1;;49.89;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
29-06-2020;1;;102.90;;Dom;;Konto osobiste;
30-06-2020;1;;3.49;;Alkohol;Jedzenie;Konto osobiste;
30-06-2020;1;;40.84;;Jedzenie;;Konto osobiste;
01-07-2020;1;;60.00;;Uczelnia;;Konto osobiste;
01-07-2020;1;;5.98;;Alkohol;Jedzenie;Konto osobiste;
01-07-2020;1;;4.29;;�rodki czysto�ci;Dom;Konto osobiste;
01-07-2020;1;;37.18;;Jedzenie;;Konto osobiste;
02-07-2020;1;;50.00;;Uczelnia;;Konto osobiste;
02-07-2020;1;;6.78;;Alkohol;Jedzenie;Konto osobiste;
02-07-2020;1;;77.00;;Bar;Rozrywka;Konto osobiste;
03-07-2020;1;;18.64;;Jedzenie;;Konto osobiste;
03-07-2020;1;;35.00;;Alkohol;Jedzenie;Konto osobiste;
04-07-2020;1;;10.02;;Jedzenie;;Konto osobiste;
05-07-2020;1;;11.00;;Alkohol;Jedzenie;Konto osobiste;
05-07-2020;0;;10.00;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
06-07-2020;1;;30.17;;Jedzenie;;Konto osobiste;
07-07-2020;1;;12.87;;Jedzenie;;Konto osobiste;
09-07-2020;1;;6.98;;Alkohol;Jedzenie;Konto osobiste;
09-07-2020;1;;28.27;;Jedzenie;;Konto osobiste;
10-07-2020;1;;5.00;;Autobus;Samoch�d;Konto osobiste;
11-07-2020;1;;20.00;;Prezenty;;Konto osobiste;
11-07-2020;1;;10.09;;Jedzenie;;Konto osobiste;
11-07-2020;1;;26.86;;Restauracja;Jedzenie;Konto osobiste;
11-07-2020;1;;12.90;;Alkohol;Jedzenie;Konto osobiste;
11-07-2020;1;;11.99;;�rodki czysto�ci;Dom;Konto osobiste;
12-07-2020;1;;32.99;;Restauracja;Jedzenie;Konto osobiste;
14-07-2020;1;;9.00;;Jedzenie;;Konto osobiste;
14-07-2020;1;;25.84;;Jedzenie;;Konto osobiste;
16-07-2020;1;;39.88;;Jedzenie;;Konto osobiste;
16-07-2020;1;;26.97;;Alkohol;Jedzenie;Konto osobiste;
17-07-2020;1;;30.00;;Telefon;Dom;Konto osobiste;
17-07-2020;1;;870.00;;Czynsz;Dom;Konto osobiste;
18-07-2020;1;;35.99;;Alkohol;Jedzenie;Konto osobiste;
18-07-2020;1;;7.06;;Jedzenie;;Konto osobiste;
19-07-2020;1;;13.56;;Alkohol;Jedzenie;Konto osobiste;
20-07-2020;1;;31.22;;Jedzenie;;Konto osobiste;
21-07-2020;1;;5.00;;Autobus;Samoch�d;Konto osobiste;
22-07-2020;1;;99.99;;Rodzice;;Konto osobiste;
22-07-2020;1;;14.62;;Jedzenie;;Konto osobiste;
22-07-2020;1;;4.99;;Alkohol;Jedzenie;Konto osobiste;
23-07-2020;1;;343.99;;Rodzice;;Konto osobiste;
23-07-2020;1;;50.00;;Gry;Rozrywka;Konto osobiste;
23-07-2020;1;;7.78;;Jedzenie;;Konto osobiste;
24-07-2020;1;;34.99;;Alkohol;Jedzenie;Konto osobiste;
24-07-2020;1;;21.42;;Jedzenie;;Konto osobiste;
25-07-2020;0;;700.00;;Prezenty;;Konto osobiste;
27-07-2020;1;;15.43;;Jedzenie;;Konto osobiste;
27-07-2020;1;;21.25;;Jedzenie;;Konto osobiste;
28-07-2020;1;;10.78;;�rodki czysto�ci;Dom;Konto osobiste;
28-07-2020;1;;115.62;;Rodzice;;Konto osobiste;
28-07-2020;1;;8.76;;Alkohol;Jedzenie;Konto osobiste;
28-07-2020;1;;7.28;;Jedzenie;;Konto osobiste;
28-07-2020;1;;12.57;;Jedzenie;;Konto osobiste;
28-07-2020;1;;33.19;;Rodzice;;Konto osobiste;
29-07-2020;1;;16.65;;Jedzenie;;Konto osobiste;
30-07-2020;1;;4.98;;Jedzenie;;Konto osobiste;
31-07-2020;0;;800.00;;Rodzice;;Konto osobiste;
02-08-2020;1;;28.00;;Restauracja;Jedzenie;Konto osobiste;
03-08-2020;1;;17.85;;Jedzenie;;Konto osobiste;
05-08-2020;1;;7.00;;Jedzenie;;Konto osobiste;
05-08-2020;1;;19.99;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
06-08-2020;1;;20.80;;Restauracja;Jedzenie;Konto osobiste;
07-08-2020;1;;11.96;;Jedzenie;;Konto osobiste;
08-08-2020;1;;7.98;;Jedzenie;;Konto osobiste;
10-08-2020;1;;55.00;;Elektronika;;Konto osobiste;
13-08-2020;1;;130.00;;Rodzice;;Konto osobiste;
15-08-2020;0;;50.00;;Prezenty;;Konto osobiste;
15-08-2020;1;;7.00;;Jedzenie;;Konto osobiste;
16-08-2020;1;;23.12;;Alkohol;Jedzenie;Konto osobiste;
16-08-2020;1;;27.53;;Jedzenie;;Konto osobiste;
22-08-2020;1;;21.00;;Autobus;Samoch�d;Konto osobiste;
22-08-2020;1;;11.00;;Alkohol;Jedzenie;Konto osobiste;
22-08-2020;0;;50.00;;Rodzice;;Konto osobiste;
22-08-2020;1;;16.00;;Alkohol;Jedzenie;Konto osobiste;
23-08-2020;1;;11.96;;Alkohol;Jedzenie;Konto osobiste;
23-08-2020;1;;16.42;;Jedzenie;;Konto osobiste;
24-08-2020;1;;23.71;;Jedzenie;;Konto osobiste;
25-08-2020;1;;17.36;;Jedzenie;;Konto osobiste;
27-08-2020;1;;10.00;;Autobus;Samoch�d;Konto osobiste;
27-08-2020;1;;9.24;;Jedzenie;;Konto osobiste;
27-08-2020;1;;10.99;;Alkohol;Jedzenie;Konto osobiste;
28-08-2020;1;;13.86;;Jedzenie;;Konto osobiste;
28-08-2020;0;;700.00;;Rodzice;;Konto osobiste;
29-08-2020;1;;7.98;;Jedzenie;;Konto osobiste;
31-08-2020;1;;1400.00;;Czynsz;Dom;Konto osobiste;
31-08-2020;1;;23.95;;Jedzenie;;Konto osobiste;
31-08-2020;1;;143.57;;Rodzice;;Konto osobiste;
01-09-2020;1;;18.95;;Restauracja;Jedzenie;Konto osobiste;
01-09-2020;1;;14.98;;�rodki czysto�ci;Dom;Konto osobiste;
01-09-2020;1;;40.58;;Jedzenie;;Konto osobiste;
02-09-2020;1;;10.00;;Autobus;Samoch�d;Konto osobiste;
02-09-2020;1;;7.89;;Meble;Dom;Konto osobiste;
02-09-2020;1;;5.56;;Jedzenie;;Konto osobiste;
02-09-2020;1;;21.99;;Akcesoria;Elektronika;Konto osobiste;
02-09-2020;1;;7.17;;Jedzenie;;Konto osobiste;
03-09-2020;1;;25.00;;Restauracja;Jedzenie;Konto osobiste;
03-09-2020;1;;8.89;;�rodki czysto�ci;Dom;Konto osobiste;
03-09-2020;1;;25.65;;Jedzenie;;Konto osobiste;
04-09-2020;1;;5.50;;Jedzenie;;Konto osobiste;
05-09-2020;1;;18.99;;Gry;Rozrywka;Konto osobiste;
06-09-2020;1;;30.00;;Telefon;Dom;Konto osobiste;
06-09-2020;1;;50.00;;Gry;Rozrywka;Konto osobiste;
06-09-2020;1;;11.00;;Alkohol;Jedzenie;Konto osobiste;
07-09-2020;1;;9.08;;Jedzenie;;Konto osobiste;
07-09-2020;1;;16.98;;�rodki czysto�ci;Dom;Konto osobiste;
07-09-2020;1;;3.69;;Alkohol;Jedzenie;Konto osobiste;
08-09-2020;1;;18.44;;Jedzenie;;Konto osobiste;
08-09-2020;1;;2.39;;Alkohol;Jedzenie;Konto osobiste;
08-09-2020;1;;9.99;;Dom;;Konto osobiste;
09-09-2020;1;;16.00;;Bar;Rozrywka;Konto osobiste;
09-09-2020;1;;7.00;;Rozrywka;;Konto osobiste;
09-09-2020;1;;8.17;;Jedzenie;;Konto osobiste;
09-09-2020;1;;10.00;;Restauracja;Jedzenie;Konto osobiste;
10-09-2020;1;;10.00;;Autobus;Samoch�d;Konto osobiste;
11-09-2020;1;;1.99;;Jedzenie;;Konto osobiste;
11-09-2020;1;;24.99;;Alkohol;Jedzenie;Konto osobiste;
12-09-2020;1;;12.78;;Alkohol;Jedzenie;Konto osobiste;
12-09-2020;1;;44.14;;Jedzenie;;Konto osobiste;
12-09-2020;1;;39.99;;Woda;Dom;Konto osobiste;
12-09-2020;1;;85.95;;Meble;Dom;Konto osobiste;
12-09-2020;1;;14.98;;�rodki czysto�ci;Dom;Konto osobiste;
14-09-2020;1;;19.29;;Jedzenie;;Konto osobiste;
14-09-2020;1;;5.95;;Restauracja;Jedzenie;Konto osobiste;
14-09-2020;1;;7.69;;Praca;;Konto osobiste;
14-09-2020;1;;19.00;;Kino i teatr;Rozrywka;Konto osobiste;
15-09-2020;1;;21.46;;Jedzenie;;Konto osobiste;
15-09-2020;1;;65.97;;Leki;Zdrowie i uroda;Konto osobiste;
16-09-2020;1;;16.24;;Jedzenie;;Konto osobiste;
18-09-2020;1;;55.96;;Jedzenie;;Konto osobiste;
19-09-2020;1;;7.88;;Jedzenie;;Konto osobiste;
19-09-2020;1;;8.49;;�rodki czysto�ci;Dom;Konto osobiste;
19-09-2020;1;;8.38;;Jedzenie;;Konto osobiste;
19-09-2020;1;;2.45;;Alkohol;Jedzenie;Konto osobiste;
19-09-2020;1;;8.48;;Alkohol;Jedzenie;Konto osobiste;
20-09-2020;1;;15.90;;Rozrywka;;Konto osobiste;
20-09-2020;1;;2.00;;;;Konto osobiste;
21-09-2020;0;;500.00;;Rodzice;;Konto osobiste;
21-09-2020;1;;22.39;;Jedzenie;;Konto osobiste;
23-09-2020;1;;18.78;;Jedzenie;;Konto osobiste;
23-09-2020;1;;4.49;;Alkohol;Jedzenie;Konto osobiste;
23-09-2020;1;;13.00;;Restauracja;Jedzenie;Konto osobiste;
24-09-2020;1;;9.28;;Jedzenie;;Konto osobiste;
24-09-2020;1;;8.43;;Alkohol;Jedzenie;Konto osobiste;
25-09-2020;1;;3.69;;Alkohol;Jedzenie;Konto osobiste;
25-09-2020;1;;18.95;;Jedzenie;;Konto osobiste;
26-09-2020;1;;110.38;;Rodzice;;Konto osobiste;
26-09-2020;0;;100.00;;Prezenty;;Konto osobiste;
27-09-2020;1;;10.76;;Alkohol;Jedzenie;Konto osobiste;
27-09-2020;0;;100.00;;Rodzice;;Konto osobiste;
28-09-2020;1;;10.00;;Autobus;Samoch�d;Konto osobiste;
28-09-2020;1;;7.79;;Jedzenie;;Konto osobiste;
28-09-2020;1;;29.00;;Rodzice;;Konto osobiste;
29-09-2020;1;;22.73;;Jedzenie;;Konto osobiste;
29-09-2020;1;;4.69;;�rodki czysto�ci;Dom;Konto osobiste;
29-09-2020;1;;88.90;;Rodzice;;Konto osobiste;
30-09-2020;0;;2490.00;;Wyp�ata;Praca;Konto osobiste;
30-09-2020;1;;7.68;;Alkohol;Jedzenie;Konto osobiste;
30-09-2020;1;;21.11;;Jedzenie;;Konto osobiste;
01-10-2020;1;;2.79;;Alkohol;Jedzenie;Konto osobiste;
01-10-2020;1;;51.26;;Zdrowie i uroda;;Konto osobiste;
01-10-2020;1;;2.79;;�rodki czysto�ci;Dom;Konto osobiste;
01-10-2020;1;;7.94;;Jedzenie;;Konto osobiste;
04-10-2020;1;;8.40;;Alkohol;Jedzenie;Konto osobiste;
04-10-2020;1;;6.50;;Jedzenie;;Konto osobiste;
04-10-2020;1;;14.75;;Rozrywka;;Konto osobiste;
05-10-2020;1;;28.05;;Jedzenie;;Konto osobiste;
05-10-2020;1;;32.99;;Rodzice;;Konto osobiste;
05-10-2020;1;;135.80;;Dom;;Konto osobiste;
05-10-2020;1;;18.99;;Gry;Rozrywka;Konto osobiste;
05-10-2020;1;;155.40;;Bielizna;Odzie�;Konto osobiste;
05-10-2020;1;;60.00;;Netflix, itp.;Rozrywka;Konto osobiste;
06-10-2020;1;;46.50;;Dom;;Konto osobiste;
06-10-2020;1;;7.68;;Jedzenie;;Konto osobiste;
08-10-2020;1;;32.99;;Gry;Rozrywka;Konto osobiste;
08-10-2020;1;;16.95;;Jedzenie;;Konto osobiste;
09-10-2020;1;;23.50;;Alkohol;Jedzenie;Konto osobiste;
09-10-2020;1;;11.80;;Jedzenie;;Konto osobiste;
10-10-2020;1;;5.98;;Alkohol;Jedzenie;Konto osobiste;
10-10-2020;1;;11.61;;Alkohol;Jedzenie;Konto osobiste;
10-10-2020;1;;44.91;;Jedzenie;;Konto osobiste;
10-10-2020;1;;22.48;;�rodki czysto�ci;Dom;Konto osobiste;
10-10-2020;1;;29.50;;Restauracja;Jedzenie;Konto osobiste;
12-10-2020;1;;730.00;;Czynsz;Dom;Konto osobiste;
12-10-2020;1;;28.06;;Jedzenie;;Konto osobiste;
12-10-2020;1;;5.58;;Alkohol;Jedzenie;Konto osobiste;
14-10-2020;1;;16.52;;Jedzenie;;Konto osobiste;
14-10-2020;1;;3.69;;Alkohol;Jedzenie;Konto osobiste;
15-10-2020;1;;5.29;;Jedzenie;;Konto osobiste;
15-10-2020;1;;57.98;;Elektronika;;Konto osobiste;
15-10-2020;1;;10.76;;Alkohol;Jedzenie;Konto osobiste;
16-10-2020;1;;12.99;;Restauracja;Jedzenie;Konto osobiste;
16-10-2020;1;;14.72;;Alkohol;Jedzenie;Konto osobiste;
16-10-2020;1;;11.30;;Jedzenie;;Konto osobiste;
17-10-2020;1;;28.56;;Jedzenie;;Konto osobiste;
17-10-2020;1;;4.78;;Alkohol;Jedzenie;Konto osobiste;
19-10-2020;1;Eleven;15.90;;Netflix, itp.;Rozrywka;Konto osobiste;
19-10-2020;1;;14.81;;Jedzenie;;Konto osobiste;
19-10-2020;1;;79.97;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
20-10-2020;1;;5.79;;�rodki czysto�ci;Dom;Konto osobiste;
20-10-2020;1;;15.99;;Rozrywka;;Konto osobiste;
20-10-2020;1;;27.73;;Jedzenie;;Konto osobiste;
20-10-2020;1;;8.68;;Alkohol;Jedzenie;Konto osobiste;
22-10-2020;1;;21.94;;Jedzenie;;Konto osobiste;
22-10-2020;1;;3.79;;Alkohol;Jedzenie;Konto osobiste;
23-10-2020;1;;42.93;;Jedzenie;;Konto osobiste;
23-10-2020;1;;44.99;;Alkohol;Jedzenie;Konto osobiste;
23-10-2020;1;;16.38;;�rodki czysto�ci;Dom;Konto osobiste;
24-10-2020;1;;4.99;;Jedzenie;;Konto osobiste;
24-10-2020;1;;20.45;;Alkohol;Jedzenie;Konto osobiste;
24-10-2020;1;;46.50;;Odzie�;;Konto osobiste;
26-10-2020;1;;17.50;;Jedzenie;;Konto osobiste;
27-10-2020;1;Amazon Prime;27.50;;Netflix, itp.;Rozrywka;Konto osobiste;
28-10-2020;0;;300.00;;Rodzice;;Konto osobiste;
28-10-2020;1;;30.00;;Telefon;Dom;Konto osobiste;
28-10-2020;1;;41.69;;Jedzenie;;Konto osobiste;
28-10-2020;1;;110.38;;Rodzice;;Konto osobiste;
28-10-2020;1;;32.99;;Rodzice;;Konto osobiste;
28-10-2020;1;;8.98;;Alkohol;Jedzenie;Konto osobiste;
29-10-2020;1;;17.74;;Jedzenie;;Konto osobiste;
30-10-2020;0;;2490.00;;Wyp�ata;Praca;Konto osobiste;
02-11-2020;1;;26.49;;Jedzenie;;Konto osobiste;
02-11-2020;1;;51.76;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
04-11-2020;1;;35.72;;Jedzenie;;Konto osobiste;
04-11-2020;1;;4.69;;�rodki czysto�ci;Dom;Konto osobiste;
04-11-2020;1;;13.88;;Alkohol;Jedzenie;Konto osobiste;
06-11-2020;1;;37.78;;Prezenty;;Konto osobiste;
07-11-2020;1;;56.15;;Jedzenie;;Konto osobiste;
08-11-2020;1;;35.00;;Restauracja;Jedzenie;Konto osobiste;
08-11-2020;1;;20.00;;Gry;Rozrywka;Konto osobiste;
09-11-2020;1;;41.15;;Jedzenie;;Konto osobiste;
10-11-2020;1;;24.94;;Alkohol;Jedzenie;Konto osobiste;
10-11-2020;1;;7.74;;Jedzenie;;Konto osobiste;
11-11-2020;1;;34.87;;Restauracja;Jedzenie;Konto osobiste;
12-11-2020;1;;854.00;;Czynsz;Dom;Konto osobiste;
13-11-2020;1;;18.74;;Jedzenie;;Konto osobiste;
13-11-2020;1;;14.69;;Jedzenie;;Konto osobiste;
13-11-2020;1;;18.26;;Prezenty;;Konto osobiste;
13-11-2020;1;;14.52;;Alkohol;Jedzenie;Konto osobiste;
14-11-2020;1;;12.98;;�rodki czysto�ci;Dom;Konto osobiste;
14-11-2020;1;;10.07;;Jedzenie;;Konto osobiste;
16-11-2020;1;;287.99;;Rodzice;;Konto osobiste;
16-11-2020;1;;4.39;;Alkohol;Jedzenie;Konto osobiste;
16-11-2020;1;;22.64;;Jedzenie;;Konto osobiste;
18-11-2020;1;;11.18;;Alkohol;Jedzenie;Konto osobiste;
18-11-2020;1;;8.49;;�rodki czysto�ci;Dom;Konto osobiste;
18-11-2020;1;;17.88;;Jedzenie;;Konto osobiste;
19-11-2020;1;Eleven ;15.90;;Netflix, itp.;Rozrywka;Konto osobiste;
19-11-2020;1;;6.78;;Jedzenie;;Konto osobiste;
19-11-2020;1;;10.17;;Alkohol;Jedzenie;Konto osobiste;
20-11-2020;1;;34.10;;Jedzenie;;Konto osobiste;
20-11-2020;1;;19.95;;Alkohol;Jedzenie;Konto osobiste;
21-11-2020;1;;50.00;;Prezenty;;Konto osobiste;
21-11-2020;1;;18.85;;Jedzenie;;Konto osobiste;
21-11-2020;1;;25.00;;Alkohol;Jedzenie;Konto osobiste;
21-11-2020;1;;10.83;;Jedzenie;;Konto osobiste;
22-11-2020;1;;25.50;;Restauracja;Jedzenie;Konto osobiste;
24-11-2020;1;;17.96;;Jedzenie;;Konto osobiste;
24-11-2020;1;;5.79;;�rodki czysto�ci;Dom;Konto osobiste;
24-11-2020;1;Filtr do butelki ;40.98;;Zdrowie i uroda;;Konto osobiste;
25-11-2020;1;Sprz�t do biegania ;264.92;;Odzie�;;Konto osobiste;Bieganie
25-11-2020;1;;12.00;;Restauracja;Jedzenie;Konto osobiste;
27-11-2020;0;;2490.00;;Wyp�ata;Praca;Konto osobiste;
27-11-2020;0;;500.00;;Rodzice;;Konto osobiste;
27-11-2020;1;;38.75;;Alkohol;Jedzenie;Konto osobiste;
27-11-2020;1;Amazon Prime;27.50;;Netflix, itp.;Rozrywka;Konto osobiste;
27-11-2020;1;;46.31;;Gry;Rozrywka;Konto osobiste;
27-11-2020;1;;4.98;;Jedzenie;;Konto osobiste;
28-11-2020;1;;34.59;;Rodzice;;Konto osobiste;
30-11-2020;1;;8.98;;Alkohol;Jedzenie;Konto osobiste;
30-11-2020;1;;24.11;;Jedzenie;;Konto osobiste;
02-12-2020;1;;27.64;;Jedzenie;;Konto osobiste;
04-12-2020;1;;14.99;;Woda;Dom;Konto osobiste;
04-12-2020;1;;35.52;;Jedzenie;;Konto osobiste;
04-12-2020;1;;9.99;;Leki;Zdrowie i uroda;Konto osobiste;
04-12-2020;1;;14.99;;Akcesoria;Elektronika;Konto osobiste;
05-12-2020;1;;19.95;;Jedzenie;;Konto osobiste;
05-12-2020;1;;25.77;;Alkohol;Jedzenie;Konto osobiste;
06-12-2020;1;;26.90;;Restauracja;Jedzenie;Konto osobiste;
07-12-2020;1;;9.99;;Perfumy;Zdrowie i uroda;Konto osobiste;
07-12-2020;1;;18.15;;Jedzenie;;Konto osobiste;
08-12-2020;1;;19.16;;Jedzenie;;Konto osobiste;
08-12-2020;1;Xbox series s;1448.00;;Gry;Rozrywka;Konto osobiste;
09-12-2020;1;;4.00;;Gry;Rozrywka;Konto osobiste;
09-12-2020;1;;32.24;;Jedzenie;;Konto osobiste;
10-12-2020;1;;269.99;;Gry;Rozrywka;Konto osobiste;
11-12-2020;1;;18.48;;�rodki czysto�ci;Dom;Konto osobiste;
11-12-2020;1;;46.99;;Alkohol;Jedzenie;Konto osobiste;
11-12-2020;1;;55.17;;Jedzenie;;Konto osobiste;
14-12-2020;1;;32.41;;Jedzenie;;Konto osobiste;
14-12-2020;1;;39.75;;Leki;Zdrowie i uroda;Konto osobiste;
15-12-2020;1;;69.47;;Prezenty;;Konto osobiste;
19-12-2020;1;;850.00;;Czynsz;Dom;Konto osobiste;
20-12-2020;1;;41.90;;Restauracja;Jedzenie;Konto osobiste;
20-12-2020;1;;30.00;;Telefon;Dom;Konto osobiste;
23-12-2020;1;;9.63;;Jedzenie;;Konto osobiste;
23-12-2020;1;;16.76;;Alkohol;Jedzenie;Konto osobiste;
24-12-2020;1;;23.35;;Jedzenie;;Konto osobiste;
24-12-2020;1;;270.51;;Prezenty;;Konto osobiste;
28-12-2020;1;;33.73;;Zdrowie i uroda;;Konto osobiste;
28-12-2020;1;;5.91;;Jedzenie;;Konto osobiste;
28-12-2020;1;;15.98;;�rodki czysto�ci;Dom;Konto osobiste;
29-12-2020;1;;38.48;;Rodzice;;Konto osobiste;
29-12-2020;1;;13.99;;Prezenty;;Konto osobiste;
29-12-2020;0;;3376.53;;Wyp�ata;Praca;Konto osobiste;
29-12-2020;1;;37.59;;Rodzice;;Konto osobiste;
30-12-2020;1;;46.36;;Alkohol;Jedzenie;Konto osobiste;
30-12-2020;1;;61.63;;Jedzenie;;Konto osobiste;
31-12-2020;1;;10.37;;Jedzenie;;Konto osobiste;
02-01-2021;1;;41.44;;Jedzenie;;Konto osobiste;
04-01-2021;0;;750.00;;Premia;Praca;Konto osobiste;
04-01-2021;1;;268.44;;Odzie�;;Konto osobiste;
04-01-2021;1;Buty do biegania ;169.00;;Buty;Odzie�;Konto osobiste;
05-01-2021;1;;7.38;;Alkohol;Jedzenie;Konto osobiste;
05-01-2021;1;;26.57;;Jedzenie;;Konto osobiste;
05-01-2021;1;;31.48;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
07-01-2021;1;;11.98;;Alkohol;Jedzenie;Konto osobiste;
07-01-2021;1;;14.47;;Jedzenie;;Konto osobiste;
08-01-2021;1;;10.98;;Jedzenie;;Konto osobiste;
